contract_id,vendor_id,item_name,category,contract_price,payment_terms,effective_date
CON004266,V0141,Mechanical Fasteners Heavy Duty,Mechanical,3038.7,Net45,2023-04-07
CON004267,V0389,Instrumentation Electric Motor Premium,Instrumentation,2769.63,Net45,2022-08-09
CON004268,V0180,Instrumentation Fasteners,Instrumentation,2264.1,Net15,2021-11-13
CON004269,V0133,Instrumentation Safety Helmet,Instrumentation,1264.13,Net45,2024-03-02
CON004270,V0009,Electrical Steel Rod,Electrical,890.25,Net30,2023-03-20
CON004271,V0184,Mechanical Fasteners Heavy Duty,Mechanical,3052.47,Net60,2021-10-11
CON004272,V0454,Instrumentation Flow Meter Heavy Duty,Instrumentation,3042.76,Net45,2024-11-20
CON004273,V0460,Safety Transformer Oil Kit,Safety,488.04,Net15,2023-07-17
CON004274,V0354,Safety Pressure Gauge Kit,Safety,426.64,Net60,2023-01-08
CON004275,V0174,Electrical Gearbox Premium,Electrical,1176.32,Net30,2023-06-04
CON004276,V0303,Safety Pressure Gauge Premium,Safety,201.68,Net60,2024-08-19
CON004277,V0191,Electrical Conveyor Belt Standard,Electrical,1361.55,Net15,2023-04-15
CON004278,V0405,Safety Conveyor Belt,Safety,279.57,Net45,2022-05-02
CON004279,V0427,Structural Transformer Oil,Structural,589.25,Net60,2021-09-27
CON004280,V0472,Mechanical Fasteners Heavy Duty,Mechanical,3223.13,Net15,2024-04-06
CON004281,V0366,Structural Gearbox Heavy Duty,Structural,2886.01,Net45,2021-02-06
CON004282,V0481,Instrumentation Industrial Paint Heavy Duty,Instrumentation,4052.53,Net60,2024-03-14
CON004283,V0280,Safety Transformer Oil Kit,Safety,511.66,Net15,2024-06-09
CON004284,V0072,Electrical Conveyor Belt Heavy Duty,Electrical,955.32,Net15,2021-04-11
CON004285,V0295,Mechanical Circuit Breaker Premium,Mechanical,2870.96,Net30,2021-11-20
CON004286,V0401,Structural Bearing,Structural,1773.62,Net30,2024-10-22
CON004287,V0161,Mechanical Welding Rod Heavy Duty,Mechanical,834.15,Net60,2022-09-15
CON004288,V0075,Mechanical Circuit Breaker Heavy Duty,Mechanical,4130.73,Net60,2024-05-12
CON004289,V0429,Mechanical Electric Motor Premium,Mechanical,931.79,Net15,2023-02-05
CON004290,V0049,Electrical PVC Pipe Kit,Electrical,2277.23,Net30,2022-12-06
CON004291,V0388,Mechanical Flow Meter Premium,Mechanical,2318.89,Net15,2024-11-02
CON004292,V0452,Instrumentation Bearing,Instrumentation,2670.85,Net60,2023-02-01
CON004293,V0091,Instrumentation Valves Heavy Duty,Instrumentation,3305.57,Net60,2021-04-03
CON004294,V0359,Mechanical Safety Helmet Standard,Mechanical,2513.21,Net60,2024-12-19
CON004295,V0470,Instrumentation Flow Meter Heavy Duty,Instrumentation,3043.1,Net60,2021-11-17
CON004296,V0170,Electrical Gearbox Premium,Electrical,1229.15,Net60,2021-03-10
CON004297,,Structural Bearing Kit,Structural,1617.59,Net30,2024-11-28
CON004298,V0029,Instrumentation Flow Meter Heavy Duty,Instrumentation,3026.78,Net30,2023-04-24
CON004299,V0216,Electrical Conveyor Belt Heavy Duty,Electrical,988.79,Net15,2023-04-12
CON004300,V0336,Electrical PVC Pipe Premium,Electrical,2876.98,Net60,2025-13-45
CON004301,V0188,Safety Transformer Oil Heavy Duty,Safety,535.6,Net60,2022-10-30
CON004302,V0388,Electrical Circuit Breaker,Electrical,1803.52,Net15,2021-08-05
CON004303,V0183,Safety Hydraulic Pump Standard,Safety,98.17,Net15,2024-12-18
CON004304,V0114,Structural Steel Rod Kit,Structural,1441.61,Net60,2024-05-19
CON004305,V0205,Fluid Bearing Premium,Fluid,859.45,Net30,2022-09-15
CON004306,V0211,Safety Pneumatic Cylinder Kit,Safety,210.53,Net60,2023-03-22
CON004307,V0233,Fluid Flow Meter Kit,Fluid,238.39,Net15,2021-12-25
CON004308,V0043,Fluid Control Panel Premium,Fluid,2044.4,Net15,2024-08-28
CON004309, V0125 ,Electrical Lubricant Heavy Duty,Electrical,2539.44,Net60,2021-01-27
CON004310,V0069,Instrumentation Flow Meter Heavy Duty,Instrumentation,3163.99,Net30,2021-04-24
CON004311,V0301,Instrumentation Pneumatic Cylinder Premium,Instrumentation,628.23,Net30,2023-11-07
CON004312,,Safety Lubricant Kit,Safety,482.86,Net15,2021-12-25
CON004313,V0403,Fluid Conveyor Belt Kit,Fluid,1457.88,Net45,2022-06-25
CON004314,V0206,Electrical Steel Rod Kit,Electrical,584.79,Net60,2024-04-18
CON004315,V0266,Electrical Gearbox Kit,Electrical,1948.66,Net60,2021-10-25
CON004316,V0500,Structural Copper Wire Premium,Structural,2051.0,Net15,2024-10-03
CON004317,V0175,Structural Pressure Gauge Standard,Structural,1794.46,Net60,2021-04-08
CON004318,V0312,Electrical Transformer Oil Standard,Electrical,408.75,Net15,2022-11-08
CON004319,V0196,Electrical Gearbox Kit,Electrical,1977.06,Net15,2024-04-30
CON004320,V0190,Instrumentation Fasteners,Instrumentation,1983.02,Net45,2021-06-06
CON004321,V0251,Safety Flow Meter Kit,Safety,335.7,Net60,2024-11-12
CON004322,V0402,Structural Pneumatic Cylinder Premium,Structural,3188.48,Net60,2021-04-14
CON004323,V0124,Mechanical Flow Meter,Mechanical,3942.19,Net45,2023-12-02
CON004324,V0151,Safety Pressure Gauge Kit,Safety,379.56,Net30,2023-02-01
CON004325,V0471,Instrumentation Transformer Oil Kit,Instrumentation,2142.62,Net15,2022-08-08
CON004326,V0084,Electrical Transformer Oil Standard,Electrical,427.84,Net60,2025-13-45
CON004327,V0093,Safety Steel Rod Standard,Safety,192.63,Net45,2022-12-13
CON004328,V0053,Structural Bearing Kit,Structural,1587.8,Net45,2024-11-16
CON004329,V0199,Safety Hydraulic Pump Heavy Duty,Safety,46.94,Net60,2021-10-16
CON004330,V0349,Instrumentation Circuit Breaker Standard,Instrumentation,2469.94,Net30,2024-01-24
CON004331,V0454,Structural Pressure Gauge Standard,Structural,1775.88,Net45,2023-08-03
CON004332,V0399,Mechanical Electric Motor Premium,Mechanical,956.51,Net60,2022-11-22
CON004333,V0256,Safety Gearbox Premium,Safety,369.26,Net60,2022-10-12
CON004334,V0315,Fluid Steel Rod Standard,Fluid,1959.04,Net30,2021-09-05
CON004335,V0492,Structural Pneumatic Cylinder Premium,Structural,3286.65,Net45,2023-02-08
CON004336,V0072,Instrumentation Safety Helmet,Instrumentation,1395.99,Net15,2023-09-11
CON004337,V0036,Structural Copper Wire Premium,Structural,2121.99,Net30,2024-07-16
CON004338,V0003,Electrical Conveyor Belt Standard,Electrical,1565.12,Net45,2023-06-30
CON004339,V0013,Mechanical Copper Wire Heavy Duty,Mechanical,3957.09,Net15,2022-10-25
CON004340,V0257,Fluid Steel Rod Standard,Fluid,2214.75,Net15,2024-10-23
CON004341,V0071,Electrical Steel Rod,Electrical,888.7,Net15,2022-03-13
CON004342,V0268,Instrumentation Flow Meter Kit,Instrumentation,3601.49,Net60,2021-04-08
CON004343, V0443 ,Safety Transformer Oil Premium,Safety,134.42,Net30,2023-05-12
CON004344,V0333,Safety Pressure Gauge Premium,Safety,191.24,Net60,2023-01-10
CON004345,V0185,Structural Valves Standard,Structural,3364.69,Net45,2021-08-31
CON004346,V0467,Mechanical Pressure Gauge Premium,Mechanical,3474.02,Net30,2024-07-02
CON004347,V0054,Structural Lubricant,Structural,3619.53,Net30,2021-11-15
CON004348,V0178,Fluid Bearing Premium,Fluid,879.49,Net30,2024-11-07
CON004349,V0339,Safety Transformer Oil Kit,Safety,452.7,Net45,2021-04-10
CON004350,V0146,Fluid Conveyor Belt,Fluid,2090.8,Net15,2021-03-10
CON004351,V0398,Fluid Control Panel Premium,Fluid,2078.8,Net30,2022-01-31
CON004352,V0477,Mechanical Electric Motor Standard,Mechanical,2074.41,Net15,2023-08-30
CON004353,V0112,Structural Safety Helmet Heavy Duty,Structural,1056.61,Net30,2021-05-05
CON004354,V0209,Mechanical Circuit Breaker Premium,Mechanical,3136.2,Net30,2023-05-20
CON004355,V0237,Safety Conveyor Belt,Safety,292.73,Net60,2022-03-31
CON004356,V0334,Safety Transformer Oil Kit,Safety,498.53,Net15,2022-10-01
CON004357,V0335,Mechanical Copper Wire Heavy Duty,Mechanical,3873.07,Net15,2021-12-30
CON004358,,Fluid Lubricant Standard,Fluid,252.58,Net30,2021-02-22
CON004359,V0215,Fluid Pneumatic Cylinder,Fluid,1870.71,Net45,2024-12-28
CON004360,V0144,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3861.49,Net45,2023-09-17
CON004361,V0176,Fluid Conveyor Belt,Fluid,1980.2,Net60,2022-12-17
CON004362,V0096,Electrical Conveyor Belt Standard,Electrical,1505.29,Net45,2024-04-22
CON004363,V0325,Structural Steel Rod Kit,Structural,1564.66,Net15,2021-09-23
CON004364,V0082,Instrumentation Bearing Premium,Instrumentation,2699.24,Net30,2022-04-18
CON004365,V0448,Instrumentation Copper Wire Heavy Duty,Instrumentation,801.47,Net30,2021-03-09
CON004366,V0113,Electrical Copper Wire Premium,Electrical,1246.17,Net15,2023-03-06
CON004367,V0027,Structural Conveyor Belt Standard,Structural,1772.73,Net30,2021-10-13
CON004368,V0430,Safety Transformer Oil Standard,Safety,131.62,Net30,2024-09-20
CON004369,V0348,Fluid Safety Helmet Premium,Fluid,124.58,Net30,2023-08-11
CON004370,V0221,Structural Conveyor Belt Premium,Structural,403.75,Net30,2022-12-30
CON004371,V0416,Instrumentation Pneumatic Cylinder Premium,Instrumentation,604.7,Net30,2023-07-16
CON004372,V0303,Structural Flow Meter Premium,Structural,1784.38,Net60,2022-03-07
CON004373,V0363,Structural Pressure Gauge Standard,Structural,1696.68,Net45,2023-09-01
CON004374,V0035,Safety Hydraulic Pump Standard,Safety,100.6,Net60,2022-12-23
CON004375,V0489,Instrumentation Flow Meter Heavy Duty,Instrumentation,2833.97,Net15,2024-04-25
CON004376,V0282,Fluid Conveyor Belt,Fluid,2132.32,Net15,2023-06-18
CON004377,V0464,Safety Steel Rod Standard,Safety,190.58,Net45,2021-08-05
CON004378,V0162,Structural Bearing,Structural,1664.23,Net60,2021-03-29
CON004379,V0100,Electrical Bearing Heavy Duty,Electrical,1638.23,Net30,2023-02-18
CON004380,V0473,Instrumentation Hydraulic Pump Premium,Instrumentation,3616.21,Net60,2024-10-08
CON004381,V0224,Mechanical Safety Helmet Standard,Mechanical,2587.13,Net15,2022-07-30
CON004382,V0406,Electrical Pneumatic Cylinder Kit,Electrical,264.98,Net60,2022-09-10
CON004383,V0306,Safety Control Panel,Safety,255.24,Net30,2023-07-31
CON004384,V0009,Structural Steel Rod Kit,Structural,1499.75,Net30,2024-08-13
CON004385,V0165,Safety Hydraulic Pump Standard,Safety,108.96,Net15,2023-08-28
CON004386,V0353,Mechanical Welding Rod Heavy Duty,Mechanical,785.54,Net15,2021-11-05
CON004387,V0115,Instrumentation Copper Wire,Instrumentation,3879.66,Net45,2021-01-29
CON004388,V0042,Safety Transformer Oil Kit,Safety,481.84,Net60,2024-08-18
CON004389,V0381,Mechanical Flow Meter,Mechanical,4149.15,Net15,2024-12-08
CON004390,V0117,Electrical Copper Wire Premium,Electrical,1307.65,Net45,2024-11-14
CON004391,V0098,Safety Control Panel Heavy Duty,Safety,463.22,Net60,2023-04-10
CON004392,V0324,Mechanical Copper Wire Heavy Duty,Mechanical,3956.8,Net60,2021-02-13
CON004393,V0187,Structural PVC Pipe Heavy Duty,Structural,773.51,Net15,2024-01-01
CON004394,V0480,Electrical Conveyor Belt Standard,Electrical,1482.4,Net30,2023-08-27
CON004395,V0371,Instrumentation Copper Wire Heavy Duty,Instrumentation,787.67,Net60,2021-11-09
CON004396,V0147,Safety Transformer Oil Standard,Safety,139.21,Net60,2023-10-07
CON004397,V0399,Structural Conveyor Belt Premium,Structural,403.47,Net60,2022-12-01
CON004398,V0185,Safety Control Panel Heavy Duty,Safety,447.09,Net45,2022-12-18
CON004399,V0445,Safety Hydraulic Pump Heavy Duty,Safety,51.33,Net15,2021-05-21
CON004400,V0437,Mechanical Electric Motor Premium,Mechanical,1051.91,Net15,2024-10-11
CON004401,V0213,Structural PVC Pipe Heavy Duty,Structural,805.24,Net60,2021-07-31
CON004402,V0291,Instrumentation Valves Heavy Duty,Instrumentation,3426.73,Net30,2021-06-16
CON004403,V0194,Safety Lubricant Standard,Safety,493.96,Net45,2022-11-04
CON004404,V0272,Structural Safety Helmet Heavy Duty,Structural,941.95,Net45,2023-09-12
CON004405,V0211,Safety Pneumatic Cylinder Kit,Safety,210.0,Net60,2023-04-16
CON004406,V0094,Instrumentation Fasteners,Instrumentation,2018.88,Net30,2022-06-05
CON004407,V0465,Fluid Control Panel Premium,Fluid,2109.32,Net60,2022-03-26
CON004408,V0481,Safety Welding Rod Kit,Safety,304.63,Net60,2021-04-10
CON004409,V0099,Mechanical PVC Pipe Premium,Mechanical,1299.16,Net45,2023-09-03
CON004410,V0064,Mechanical Circuit Breaker Premium,Mechanical,2839.15,Net45,2021-09-16
CON004411,V0083,Fluid Conveyor Belt Kit,Fluid,1357.64,Net999,2023-05-04
CON004412,V0227,Safety Pressure Gauge Kit,Safety,390.68,Net30,2023-07-22
CON004413,V0420,Safety Conveyor Belt,Safety,313.01,Net45,2023-06-02
CON004414,V0394,Mechanical Copper Wire Heavy Duty,Mechanical,3460.44,Net30,2023-01-13
CON004415,V0243,Structural Gearbox Heavy Duty,Structural,2535.45,Net30,2021-08-25
CON004416,,Fluid Safety Helmet Standard,Fluid,570.24,Net60,2024-04-12
CON004417,V0189,Mechanical Flow Meter Premium,Mechanical,2529.01,Net15,2023-08-22
CON004418,V0406,Fluid Safety Helmet Standard,Fluid,582.86,Net60,2021-06-24
CON004419,V0482,Electrical Conveyor Belt,Electrical,1875.94,Net30,2021-11-20
CON004420,V0263,Mechanical Fasteners Premium,Mechanical,3730.8,Net15,2024-05-18
CON004421,V0137,Instrumentation Fasteners,Instrumentation,2197.27,Net15,2024-09-29
CON004422,V0354,Electrical Gearbox Premium,Electrical,1154.9,Net60,2021-08-11
CON004423,V0489,Instrumentation Valves Heavy Duty,Instrumentation,3368.34,Net15,2024-06-20
CON004424,V0260,Electrical Copper Wire Premium,Electrical,1223.65,Net60,2023-11-21
CON004425,V0079,Structural Valves Standard,Structural,3114.89,Net15,2021-12-29
CON004426,,Safety Conveyor Belt Standard,Safety,139.06,Net30,2022-11-08
CON004427,V0407,Safety Hydraulic Pump Standard,Safety,111.54,Net45,2021-01-15
CON004428,V0415,Structural Transformer Oil Kit,Structural,3092.12,Net45,2021-06-22
CON004429,V0345,Structural Pneumatic Cylinder Premium,Structural,3465.25,Net15,2023-03-01
CON004430,V0185,Instrumentation Fasteners,Instrumentation,2285.98,Net45,2024-09-03
CON004431,V0044,Structural Valves Standard,Structural,3477.13,Net45,2022-03-27
CON004432,V0317,Safety Conveyor Belt Standard,Safety,147.01,Net60,2024-12-13
CON004433,V0380,Structural Safety Helmet Heavy Duty,Structural,992.26,Net45,2022-10-25
CON004434,V0374,Safety Hydraulic Pump Standard,Safety,101.5,Net60,2024-06-18
CON004435,V0126,Structural Bearing,Structural,1672.17,Net30,2021-06-02
CON004436,V0481,Electrical Steel Rod,Electrical,891.88,Net60,2024-09-01
CON004437,V0308,Instrumentation Steel Rod,Instrumentation,2954.63,Net30,2022-11-22
CON004438,V0480,Safety Control Panel Kit,Safety,242.22,Net30,2024-08-13
CON004439,V0469,Fluid Conveyor Belt Kit,Fluid,1440.78,Net999,2022-09-18
CON004440,V0196,Electrical Conveyor Belt,Electrical,1782.31,Net15,2021-04-25
CON004441,V0155,Mechanical Circuit Breaker Heavy Duty,Mechanical,3709.67,Net15,2021-01-21
CON004442,V0337,Fluid Lubricant Standard,Fluid,280.84,Net30,2024-09-16
CON004443, V0465 ,Structural Conveyor Belt Standard,Structural,1730.41,Net60,2022-07-22
CON004444,V0255,Structural Safety Helmet Heavy Duty,Structural,954.06,Net60,2024-12-30
CON004445,V0243,Safety Hydraulic Pump Standard,Safety,110.05,Net30,2022-02-21
CON004446,V0127,Instrumentation Safety Helmet,Instrumentation,1334.6,Net45,2023-08-04
CON004447,V0222,Structural Pneumatic Cylinder Premium,Structural,3684.01,Net45,2024-07-22
CON004448,V0254,Electrical Safety Helmet Kit,Electrical,1503.75,Net15,2021-05-28
CON004449,V0460,Safety Flow Meter Kit,Safety,319.69,Net15,2022-03-05
CON004450,V0400,Electrical Circuit Breaker,Electrical,1655.81,Net45,2024-06-02
CON004451,V0108,Instrumentation Hydraulic Pump Premium,Instrumentation,3154.26,Net15,2021-02-27
CON004452,V0380,Fluid Conveyor Belt,Fluid,2148.89,Net45,2024-02-16
CON004453,V0103,Safety Control Panel,Safety,245.53,Net45,2023-03-12
CON004454,V0356,Structural Copper Wire Premium,Structural,1963.65,Net60,2024-04-16
CON004455,V0426,Fluid Conveyor Belt Kit,Fluid,1426.51,Net30,2023-05-03
CON004456,V0026,Safety Pressure Gauge Premium,Safety,173.85,Net30,2021-06-05
CON004457,V0073,Electrical Copper Wire Premium,Electrical,1234.34,Net15,2022-11-23
CON004458,V0040,Safety Steel Rod Standard,Safety,174.23,Net45,2023-05-03
CON004459,V0289,Fluid Bearing Premium,Fluid,944.14,Net30,2023-12-22
CON004460,V0203,Electrical PVC Pipe Premium,Electrical,2846.95,Net30,2024-12-21
CON004461,V0158,Fluid Safety Helmet Kit,Fluid,1629.93,Net60,2023-03-31
CON004462,V0092,Instrumentation Flow Meter Kit,Instrumentation,3887.28,Net60,2021-08-10
CON004463,V0463,Mechanical Fasteners Heavy Duty,Mechanical,2916.33,Net60,2022-06-19
CON004464, V0070 ,Mechanical Safety Helmet Standard,Mechanical,2465.78,Net60,2022-02-19
CON004465,V0297,Instrumentation Valves Heavy Duty,Instrumentation,3224.24,Net45,2021-05-15
CON004466,V0275,Electrical PVC Pipe Premium,Electrical,2744.51,Net60,2024-12-07
CON004467,V0218,Safety Transformer Oil Premium,Safety,135.22,Net30,2022-06-28
CON004468,V0008,Electrical PVC Pipe Kit,Electrical,2283.51,Net15,2022-02-21
CON004469,,Structural Gearbox Heavy Duty,Structural,2587.12,Net30,2022-06-16
CON004470,V0354,Mechanical Pressure Gauge Standard,Mechanical,3026.31,Net60,2021-06-13
CON004471,V0082,Mechanical Circuit Breaker Heavy Duty,Mechanical,3924.6,Net30,2021-10-04
CON004472,V0342,Mechanical Welding Rod Heavy Duty,Mechanical,802.98,Net30,2023-04-14
CON004473,V0487,Instrumentation Flow Meter Premium,Instrumentation,1434.99,Net30,2023-09-15
CON004474,V0104,Structural Pneumatic Cylinder Premium,Structural,3174.15,Net15,2024-09-03
CON004475,V0066,Electrical Circuit Breaker,Electrical,1727.29,Net45,2024-03-20
CON004476,V0415,Mechanical Electric Motor Standard,Mechanical,2192.06,Net45,2023-03-16
CON004477,V0078,Instrumentation Copper Wire Heavy Duty,Instrumentation,868.33,Net30,2022-09-01
CON004478,V0164,Instrumentation Transformer Oil Kit,Instrumentation,2226.3,Net45,2023-10-24
CON004479,V0343,Structural Valves Standard,Structural,3257.31,Net30,2021-11-07
CON004480,V0330,Safety Pressure Gauge Premium,Safety,188.14,Net45,2021-09-24
CON004481,V0471,Electrical Steel Rod Kit,Electrical,643.51,Net15,2024-01-29
CON004482,V0258,Mechanical Circuit Breaker Heavy Duty,Mechanical,4166.8,Net30,2021-07-01
CON004483,V0149,Safety Conveyor Belt,Safety,319.84,Net30,2022-03-11
CON004484,V0009,Fluid Safety Helmet Kit,Fluid,1544.59,Net30,2023-01-22
CON004485,V0174,Mechanical Fasteners Heavy Duty,Mechanical,3118.15,Net30,2023-11-10
CON004486,V0227,Mechanical Circuit Breaker Premium,Mechanical,3256.29,Net30,2023-09-07
CON004487,V0262,Fluid Conveyor Belt Kit,Fluid,1284.31,Net45,2021-05-12
CON004488,V0266,Mechanical Pressure Gauge Premium,Mechanical,3315.34,Net60,2022-01-05
CON004489,V0225,Electrical Gearbox Kit,Electrical,1992.17,Net60,2021-10-01
CON004490,V0400,Instrumentation Steel Rod,Instrumentation,2992.93,Net45,2021-12-04
CON004491,V0257,Instrumentation Flow Meter Kit,Instrumentation,3885.7,Net15,2022-04-16
CON004492,V0163,Mechanical Electric Motor Standard,Mechanical,2005.66,Net30,2024-09-29
CON004493,V0022,Electrical Gearbox Kit,Electrical,2009.07,Net15,2024-08-07
CON004494,V0462,Safety Control Panel Heavy Duty,Safety,500.55,Net60,2023-02-15
CON004495,V0047,Structural Conveyor Belt Premium,Structural,427.84,Net45,2023-01-28
CON004496,V0365,Instrumentation Hydraulic Pump Premium,Instrumentation,3614.57,Net30,2021-08-14
CON004497,V0179,Mechanical PVC Pipe Premium,Mechanical,1331.53,Net60,2023-04-13
CON004498,V0393,Safety Transformer Oil Standard,Safety,144.58,Net45,2022-11-14
CON004499,V0493,Instrumentation Bearing Premium,Instrumentation,2817.68,Net15,2023-12-19
CON004500,V0321,Structural PVC Pipe Heavy Duty,Structural,779.42,Net15,2022-02-01
CON004501,V0225,Safety Transformer Oil Heavy Duty,Safety,496.06,Net60,2023-02-21
CON004502,V0367,Safety Pneumatic Cylinder,Safety,237.97,Net45,2022-08-09
CON004503,V0342,Fluid Bearing Premium,Fluid,960.13,Net30,2021-10-14
CON004504,V0280,Electrical Conveyor Belt,Electrical,1713.13,Net15,2021-08-18
CON004505,V0095,Fluid Pneumatic Cylinder,Fluid,1858.28,Net30,2021-07-20
CON004506,V0144,Fluid Conveyor Belt,Fluid,2137.11,Net45,2022-07-19
CON004507,V0075,Instrumentation Bearing,Instrumentation,2649.31,Net60,2021-01-16
CON004508,V0160,Instrumentation Electric Motor Premium,Instrumentation,2769.31,Net45,2021-04-02
CON004509,V0032,Fluid Bearing Premium,Fluid,917.13,Net15,2024-12-15
CON004510,V0279,Fluid Safety Helmet Premium,Fluid,143.45,Net15,2021-05-16
CON004511,V0207,Instrumentation Copper Wire,Instrumentation,3587.8,Net60,2022-10-02
CON004512,V0414,Electrical Lubricant Heavy Duty,Electrical,2348.63,Net15,2024-07-24
CON004513,V0306,Mechanical Electric Motor Standard,Mechanical,1904.97,Net30,2023-04-19
CON004514,V0171,Electrical PVC Pipe Kit,Electrical,2047.71,Net15,2022-02-19
CON004515,V0402,Safety Transformer Oil Heavy Duty,Safety,534.09,Net60,2024-12-03
CON004516,V0434,Electrical Steel Rod Kit,Electrical,616.38,Net30,2022-08-17
CON004517,V0292,Safety Pneumatic Cylinder Kit,Safety,236.55,Net30,2023-02-08
CON004518,V0323,Electrical Transformer Oil Kit,Electrical,2014.13,Net60,2023-03-04
CON004519,V0384,Fluid Control Panel Premium,Fluid,2149.21,Net30,2023-04-14
CON004520,V0001,Instrumentation Hydraulic Pump Premium,Instrumentation,3596.92,Net15,2024-04-30
CON004521,V0277,Fluid Safety Helmet Standard,Fluid,583.7,Net45,2023-10-10
CON004522,V0454,Electrical Steel Rod,Electrical,816.83,Net45,2021-05-17
CON004523,V0370,Electrical PVC Pipe Premium,Electrical,2708.91,Net60,2022-03-28
CON004524,V0154,Electrical Conveyor Belt,Electrical,1743.07,Net15,2024-04-04
CON004525,V0242,Fluid Pneumatic Cylinder,Fluid,2131.78,Net15,2022-04-08
CON004526,V0422,Structural Conveyor Belt Standard,Structural,1677.75,Net45,2023-03-19
CON004527,,Electrical Steel Rod Standard,Electrical,1551.94,Net999,2023-03-11
CON004528,V0058,Mechanical Circuit Breaker Heavy Duty,Mechanical,3766.83,Net60,2021-11-01
CON004529,V0160,Electrical Conveyor Belt Heavy Duty,Electrical,929.79,Net45,2023-03-07
CON004530,V0375,Safety Pneumatic Cylinder Kit,Safety,241.35,Net15,2024-04-16
CON004531,V0153,Structural Transformer Oil Kit,Structural,2756.43,Net15,2023-06-13
CON004532,V0191,Structural Lubricant,Structural,3746.69,Net15,2024-09-02
CON004533, V0055 ,Structural Pneumatic Cylinder Premium,Structural,3624.39,Net15,2023-05-10
CON004534,V0172,Instrumentation Bearing,Instrumentation,2806.81,Net30,2023-12-23
CON004535,V0349,Safety Gearbox Premium,Safety,383.49,Net30,2022-05-09
CON004536,V0017,Structural Conveyor Belt Premium,Structural,418.37,Net60,2023-06-02
CON004537,V0435,Safety Pressure Gauge Premium,Safety,183.34,Net45,2024-08-10
CON004538,V0150,Electrical Conveyor Belt,Electrical,1640.9,Net60,2024-01-28
CON004539,V0423,Safety Steel Rod Standard,Safety,193.27,Net15,2021-04-12
CON004540,V0219,Structural Transformer Oil Kit,Structural,2764.59,Net45,2021-07-27
CON004541,V0049,Mechanical Pressure Gauge Standard,Mechanical,3039.15,Net30,2021-05-03
CON004542,V0484,Structural Copper Wire Standard,Structural,2848.74,Net15,2024-09-10
CON004543,V0018,Electrical Steel Rod,Electrical,841.85,Net15,9999-99-99
CON004544,V0453,Safety Hydraulic Pump Heavy Duty,Safety,50.26,Net30,2021-05-10
CON004545,V0336,Safety Gearbox Premium,Safety,384.6,Net60,2021-09-12
CON004546,V0189,Mechanical Pressure Gauge Premium,Mechanical,3440.76,Net15,2021-07-31
CON004547,V0099,Electrical Copper Wire Premium,Electrical,1172.57,Net45,2022-11-23
CON004548,V0443,Fluid Safety Helmet Premium,Fluid,137.91,Net30,2021-05-13
CON004549,V0084,Instrumentation Safety Helmet,Instrumentation,1260.89,Net60,2023-09-19
CON004550,V0395,Mechanical Electric Motor Premium,Mechanical,962.54,Net15,2023-04-24
CON004551,V0415,Safety Conveyor Belt Standard,Safety,138.41,Net45,2022-10-18
CON004552,V0480,Mechanical Fasteners Premium,Mechanical,3316.85,Net30,2021-07-26
CON004553,V0282,Structural Copper Wire Standard,Structural,2609.41,Net999,2024-11-15
CON004554,V0183,Fluid Flow Meter Kit,Fluid,255.77,Net15,2021-05-10
CON004555,V0400,Fluid Safety Helmet Standard,Fluid,605.64,Net45,2023-04-20
CON004556,V0099,Mechanical Welding Rod Heavy Duty,Mechanical,813.31,Net45,2021-04-06
CON004557,V0448,Instrumentation Bearing,Instrumentation,2770.7,Net30,2021-04-12
CON004558,V0431,Safety Transformer Oil Heavy Duty,Safety,520.46,Net45,2024-01-24
CON004559,V0217,Structural Bearing Kit,Structural,1398.18,Net15,2024-03-13
CON004560,V0171,Electrical Transformer Oil Standard,Electrical,414.56,Net15,2021-07-28
CON004561,V0064,Instrumentation Fasteners,Instrumentation,2013.63,Net45,2023-10-28
CON004562,V0457,Instrumentation Flow Meter Kit,Instrumentation,3903.08,Net45,2021-07-26
CON004563,V0292,Safety Flow Meter Kit,Safety,330.32,Net30,2023-11-28
CON004564,V0484,Electrical Transformer Oil Kit,Electrical,2137.43,Net15,2023-02-02
CON004565,V0039,Structural Bearing,Structural,1732.63,Net45,2024-12-29
CON004566,V0386,Mechanical Welding Rod Heavy Duty,Mechanical,883.84,Net15,2023-11-24
CON004567,V0500,Safety Pneumatic Cylinder Kit,Safety,242.13,Net15,2024-01-09
CON004568,V0074,Mechanical Circuit Breaker Premium,Mechanical,3197.39,Net30,2024-01-25
CON004569,V0261,Mechanical Fasteners Heavy Duty,Mechanical,3333.28,Net45,2023-01-28
CON004570,V0448,Fluid Safety Helmet Premium,Fluid,144.45,Net30,2023-10-04
CON004571,V0058,Fluid Control Panel Premium,Fluid,2269.62,Net60,2021-02-18
CON004572,V0302,Electrical Gearbox Kit,Electrical,1942.91,Net30,2023-08-31
CON004573,V0097,Instrumentation Flow Meter Premium,Instrumentation,1378.47,Net60,2022-08-02
CON004574,,Safety Control Panel,Safety,257.51,Net15,2023-11-13
CON004575,V0339,Structural Copper Wire Standard,Structural,2696.24,Net45,2021-01-26
CON004576,V0257,Safety Transformer Oil Standard,Safety,134.46,Net15,2024-02-20
CON004577,V0179,Structural Steel Rod Kit,Structural,1619.51,Net60,2024-06-07
