po_id,vendor_id,item_name,quantity,po_date,region
PO009899,V0239,Structural Steel Rod Kit,,2025-05-19 00:00:00,West
PO009900,V0228,Safety Steel Rod Standard,124.0,2025-05-29 00:00:00,West
PO009901,V0280,Electrical Steel Rod,385.0,2025-03-21 00:00:00,East
PO009902,V0075,Electrical Transformer Oil Standard,147.0,2024-03-11 00:00:00,Central
PO009903,V0233,Instrumentation Bearing Premium,300.0,2024-02-20 00:00:00,East
PO009904,V0418,Fluid Bearing Premium,488.0,2023-02-23 00:00:00,South
PO009905,V0008,Safety Hydraulic Pump Heavy Duty,477.0,2024-03-11 00:00:00,Central
,V0135,Structural Lubricant,214.0,2022-05-11 00:00:00,East
PO009907,V0002,Safety Conveyor Belt Standard,74.0,2024-12-30 00:00:00,North
PO009908,V0208,Safety Transformer Oil Premium,479.0,2024-03-02 00:00:00,Central
PO009909,V0364,Electrical Gearbox Kit,173.0,2023-01-21 00:00:00,North
PO009910,V0401,Fluid Pneumatic Cylinder,277.0,2024-08-30 00:00:00,South
PO009911, V0474 ,Structural Conveyor Belt Premium,363.0,2022-08-11 00:00:00,West
PO009912,V0304,Structural Hydraulic Pump Premium,6.0,2023-11-05 00:00:00,north
PO009913,V0130,Instrumentation Safety Helmet,213.0,2025-03-12 00:00:00,North
PO009914,V0465,Fluid Bearing Premium,238.0,2024-07-13 00:00:00,East
PO009915,V0388,Fluid Safety Helmet Kit,449.0,2025-08-01 00:00:00,South
PO009916,V0283,Instrumentation Steel Rod,402.0,2023-09-16 00:00:00,Central
PO009917,V0349,Fluid Safety Helmet Standard,355.0,2022-07-10 00:00:00,North
PO009918,V0465,Electrical Bearing Heavy Duty,367.0,2022-12-18 00:00:00,East
PO009919,V0356,Safety Hydraulic Pump Standard,491.0,2022-08-02 00:00:00,South
PO009920,V0184,Electrical Gearbox Kit,437.0,2025-10-14 00:00:00,West
PO009921,V0356,Safety Steel Rod Standard,125.0,2025-02-06 00:00:00,South
PO009922,V0022,Structural Pressure Gauge Standard,229.0,2022-12-30 00:00:00,Central
PO009923,V0192,Instrumentation Flow Meter Premium,367.0,2022-03-07 00:00:00,North
PO009924,V0201,Safety Transformer Oil Standard,410.0,2025-11-12 00:00:00,north
PO009925,V0087,Mechanical Circuit Breaker Heavy Duty,457.0,2025-05-20 00:00:00,East
PO009926,V0012,Safety Lubricant Standard,286.0,2024-09-27 00:00:00,North
PO009927,V0070,Instrumentation Copper Wire,392.0,2022-02-24 00:00:00,South
PO009928,V0328,Mechanical Electric Motor Standard,357.0,2023-01-18 00:00:00,South
PO009929,V0402,Mechanical Flow Meter,110.0,2023-02-12 00:00:00,South
PO009930,V0496,Electrical Steel Rod Kit,276.0,2022-05-23 00:00:00,West
PO009931,V0173,Mechanical Electric Motor Standard,198.0,2024-03-01 00:00:00,West
,V0298,Safety Flow Meter Kit,94.0,2023-08-05 00:00:00,Central
PO009933,V0470,Instrumentation Steel Rod,157.0,2023-02-26 00:00:00,Central
PO009934,V0087,Structural Conveyor Belt Standard,349.0,2023-04-23 00:00:00,East
PO009935,V0359,Fluid Safety Helmet Kit,484.0,2023-08-20 00:00:00,East
PO009936, V0380 ,Safety Transformer Oil Kit,366.0,2025-09-12 00:00:00,South
PO009937,V0046,Safety Gearbox Premium,66.0,2024-12-09 00:00:00,Central
PO009938,V0435,Electrical Bearing Heavy Duty,378.0,2022-05-24 00:00:00,East
PO009939,V0408,Electrical Conveyor Belt,418.0,2024-07-20 00:00:00,East
PO009940,V0018,Instrumentation Transformer Oil Kit,477.0,2022-04-28 00:00:00,central
PO009941,V0047,Mechanical Circuit Breaker Heavy Duty,10.0,2024-01-25 00:00:00,North
PO009942,V0027,Fluid Safety Helmet Premium,277.0,2024-11-27 00:00:00,East
PO009943,V0167,Instrumentation Valves Heavy Duty,96.0,2022-01-23 00:00:00,North
PO009944,V0250,Structural Hydraulic Pump Premium,109.0,2022-12-18 00:00:00,North
PO009945,V0260,Mechanical Fasteners Heavy Duty,433.0,2023-11-01 00:00:00,West
PO009946,V0134,Mechanical Flow Meter,396.0,2024-04-21 00:00:00,North
PO009947,V0459,Instrumentation Flow Meter Premium,189.0,2024-03-11 00:00:00,Central
PO009948,V0184,Electrical Conveyor Belt Standard,401.0,2022-11-18 00:00:00,west
PO009949,V0025,Structural Pressure Gauge Standard,74.0,2022-08-15 00:00:00,West
PO009950,,Fluid Pneumatic Cylinder,153.0,2022-09-22 00:00:00,Central
PO009951,V0258,Mechanical Circuit Breaker Heavy Duty,315.0,2025-01-03 00:00:00,West
PO009952,V0202,Instrumentation Hydraulic Pump Premium,164.0,2024-05-06 00:00:00,north
PO009953,V0135,Instrumentation Safety Helmet,399.0,2024-09-06 00:00:00,East
PO009954,V0069,Safety Transformer Oil Standard,14.0,2022-05-21 00:00:00,East
PO009955,V0411,Instrumentation Copper Wire Heavy Duty,163.0,2024-03-07 00:00:00,East
PO009956,V0498,Safety Conveyor Belt Standard,332.0,2023-02-27 00:00:00,South
PO009957,V0164,Mechanical PVC Pipe Premium,339.0,2022-09-24 00:00:00,South
PO009958,V0190,Structural Steel Rod Kit,39.0,2023-02-26 00:00:00,South
PO009959,V0309,Structural Transformer Oil Kit,170.0,2023-09-27 00:00:00,East
PO009960,V0359,Safety Transformer Oil Kit,14.0,2024-06-04 00:00:00,East
PO009961,V0193,Electrical Bearing Heavy Duty,187.0,2025-12-24 00:00:00,East
PO009962,V0456,Electrical Gearbox Kit,387.0,2025-09-23 00:00:00,North
PO009963,V0275,Electrical Copper Wire Premium,161.0,2024-08-30 00:00:00,South
PO009964,V0223,Electrical PVC Pipe Premium,144.0,2022-11-22 00:00:00,North
PO009965,V0323,Instrumentation Valves Heavy Duty,358.0,2025-05-21 00:00:00,Central
PO009966,V0477,Instrumentation Bearing,367.0,2025-03-23 00:00:00,south
PO009967,V0398,Structural Lubricant,,2023-09-28 00:00:00,Central
PO009968,V0021,Structural Conveyor Belt Premium,94.0,2025-04-18 00:00:00,south
PO009969,V0166,Instrumentation Circuit Breaker Standard,254.0,2023-02-20 00:00:00,North
PO009970,V0233,Instrumentation Flow Meter Premium,223.0,2024-10-26 00:00:00,East
PO009971,V0156,Fluid Bearing Premium,477.0,2025-11-03 00:00:00,East
PO009972,V0351,Safety Lubricant Standard,483.0,2024-07-28 00:00:00,Central
PO009973,V0415,Instrumentation Copper Wire,425.0,2023-07-19 00:00:00,North
PO009974,V0366,Safety Transformer Oil Premium,,2023-02-18 00:00:00,East
PO009975,V0496,Instrumentation Pneumatic Cylinder Premium,373.0,2022-01-16 00:00:00,West
PO009976,V0135,Structural Transformer Oil,325.0,2022-10-20 00:00:00,East
PO009977,V0442,Safety Control Panel Kit,358.0,2024-07-01 00:00:00,North
PO009978,V0384,Structural Bearing,436.0,2022-05-12 00:00:00,Central
PO009979,V0181,Safety Transformer Oil Kit,153.0,2024-03-28 00:00:00,Central
PO009980,V0367,Fluid Control Panel Premium,248.0,2025-05-23 00:00:00,North
, V0054 ,Structural Bearing Kit,10.0,2023-05-21 00:00:00,Central
PO009982,V0395,Instrumentation Fasteners,118.0,2024-12-12 00:00:00,South
PO009983,V0260,Instrumentation Bearing Premium,232.0,2023-11-05 00:00:00,west
PO009984,,Fluid Safety Helmet Kit,486.0,2025-03-11 00:00:00,Central
PO009985,V0328,Mechanical PVC Pipe Premium,141.0,2024-10-02 00:00:00,south
PO009986,V0321,Safety Lubricant Kit,406.0,2024-07-31 00:00:00,North
PO009987,V0108,Instrumentation Circuit Breaker Standard,312.0,2024-08-05 00:00:00,West
PO009988,V0016,Mechanical Pressure Gauge Premium,329.0,2025-03-25 00:00:00,south
PO009989,V0217,Mechanical Flow Meter Premium,125.0,2022-03-22 00:00:00,West
PO009990,V0281,Electrical Gearbox Premium,15.0,2022-07-06 00:00:00,north
PO009991,V0443,Instrumentation Bearing Premium,243.0,2023-08-13 00:00:00,North
PO009992,V0466,Fluid Safety Helmet Kit,215.0,2025-08-16 00:00:00,Central
PO009993,V0257,Structural PVC Pipe Heavy Duty,254.0,2024-07-23 00:00:00,West
PO009994,V0379,Safety Pressure Gauge Kit,324.0,2023-12-12 00:00:00,North
PO009995,V0220,Instrumentation Pneumatic Cylinder Premium,360.0,2025-12-05 00:00:00,west
PO009996,V0377,Electrical Transformer Oil Standard,165.0,2025-12-28 00:00:00,North
PO009997,V0105,Structural Lubricant,464.0,2023-09-02 00:00:00,Central
PO009998,V0185,Structural Transformer Oil Kit,216.0,2024-03-11 00:00:00,East
PO009999,V0318,Instrumentation Electric Motor Premium,50.0,2025-06-09 00:00:00,West
PO010000,V0009,Electrical PVC Pipe Premium,150.0,2022-12-25 00:00:00,North
PO010001, V0362 ,Safety Control Panel,31.0,2024-04-30 00:00:00,East
PO010002, V0420 ,Mechanical PVC Pipe Premium,482.0,2023-05-26 00:00:00,East
PO010003,V0197,Fluid Safety Helmet Premium,352.0,2023-01-03 00:00:00,south
,V0223,Safety Lubricant Kit,166.0,2025-06-19 00:00:00,North
PO010005,V0429,Electrical Transformer Oil Kit,286.0,2024-06-03 00:00:00,North
PO010006,V0388,Safety Conveyor Belt,419.0,2024-07-26 00:00:00,South
PO010007,V0144,Instrumentation Circuit Breaker Standard,7.0,2024-02-27 00:00:00,North
PO010008,V0161,Safety Control Panel Heavy Duty,92.0,2025-09-11 00:00:00,East
PO010009,V0341,Structural Hydraulic Pump Premium,160.0,2023-01-11 00:00:00,Central
PO010010,V0277,Instrumentation Hydraulic Pump Premium,247.0,2025-12-01 00:00:00,Central
PO010011,V0084,Safety Control Panel Kit,282.0,2025-03-10 00:00:00,North
PO010012,V0154,Fluid Conveyor Belt Kit,,2022-07-15 00:00:00,North
PO010013,V0453,Instrumentation Flow Meter Kit,407.0,2024-03-16 00:00:00,Central
PO010014,V0344,Structural Safety Helmet Heavy Duty,204.0,2025-12-01 00:00:00,Central
PO010015,V0495,Structural Lubricant,98.0,2022-03-31 00:00:00,West
PO010016,V0384,Safety Conveyor Belt,27.0,2023-05-06 00:00:00,Central
PO010017,V0473,Mechanical Circuit Breaker Premium,105.0,2022-11-20 00:00:00,East
PO010018,V0110,Electrical Steel Rod Standard,112.0,2023-07-15 00:00:00,South
PO010019,V0387,Safety Steel Rod Standard,393.0,2025-07-10 00:00:00,west
PO010020,V0011,Structural Conveyor Belt Standard,314.0,2025-01-06 00:00:00,West
,V0336,Electrical Conveyor Belt Standard,486.0,2023-08-21 00:00:00,East
PO010022,V0233,Electrical Safety Helmet Kit,255.0,2025-09-27 00:00:00,East
PO010023,V0173,Safety Pneumatic Cylinder,25.0,2022-05-17 00:00:00,West
PO010024,V0436,Mechanical Circuit Breaker Heavy Duty,463.0,2025-11-30 00:00:00,north
PO010025,V0431,Electrical Steel Rod,351.0,2023-03-21 00:00:00,East
PO010026,V0012,Electrical Copper Wire Premium,414.0,2024-10-07 00:00:00,North
PO010027,V0305,Safety Gearbox Premium,128.0,2024-04-22 00:00:00,West
PO010028,V0184,Electrical Conveyor Belt Heavy Duty,135.0,2025-02-06 00:00:00,West
PO010029,V0208,Electrical Pneumatic Cylinder Kit,228.0,2022-09-06 00:00:00,Central
PO010030,V0418,Instrumentation Transformer Oil Kit,341.0,2024-01-26 00:00:00,South
PO010031,V0154,Mechanical Electric Motor Premium,235.0,2022-06-06 00:00:00,North
PO010032,V0473,Structural Pressure Gauge Standard,64.0,2022-08-04 00:00:00,East
PO010033, V0093 ,Safety Conveyor Belt,292.0,2024-10-30 00:00:00,East
PO010034,V0333,Electrical Safety Helmet Kit,57.0,2023-10-30 00:00:00,North
PO010035,V0337,Safety Transformer Oil Premium,206.0,2024-04-19 00:00:00,South
PO010036,V0130,Mechanical Fasteners Premium,32.0,2024-07-12 00:00:00,North
PO010037,V0161,Fluid Steel Rod Standard,7.0,2022-12-04 00:00:00,East
,V0420,Safety Transformer Oil Standard,357.0,2023-06-02 00:00:00,East
PO010039,V0381,Electrical Pneumatic Cylinder Kit,465.0,2023-03-01 00:00:00,Central
PO010040,V0163,Instrumentation Bearing Premium,99.0,2024-11-02 00:00:00,North
PO010041,V0260,Instrumentation Steel Rod,252.0,2022-04-02 00:00:00,West
PO010042,V0034,Instrumentation Copper Wire,480.0,2024-08-04 00:00:00,south
PO010043,V0107,Instrumentation Pneumatic Cylinder Premium,429.0,2022-02-24 00:00:00,Central
PO010044,V0240,Safety Pressure Gauge Kit,111.0,2022-05-30 00:00:00,South
PO010045,V0045,Structural Steel Rod Kit,390.0,2025-08-01 00:00:00,West
PO010046,V0425,Structural Lubricant,447.0,2025-11-23 00:00:00,South
PO010047,V0359,Safety Pressure Gauge Kit,121.0,2025-10-15 00:00:00,East
PO010048,V0473,Safety Transformer Oil Kit,179.0,2024-08-03 00:00:00,East
PO010049,V0347,Instrumentation Hydraulic Pump Premium,341.0,2024-02-20 00:00:00,South
PO010050,V0472,Structural Transformer Oil,459.0,2023-12-05 00:00:00,West
PO010051,V0272,Instrumentation Flow Meter Premium,99.0,2024-03-28 00:00:00,South
PO010052,V0298,Electrical Bearing Heavy Duty,386.0,2023-02-03 00:00:00,Central
PO010053,V0491,Structural Bearing Kit,318.0,2024-03-23 00:00:00,West
PO010054,V0321,Fluid Control Panel Premium,481.0,2022-03-19 00:00:00,North
PO010055,V0016,Mechanical Fasteners Heavy Duty,449.0,2022-01-22 00:00:00,South
PO010056,V0362,Electrical Gearbox Kit,238.0,2023-05-29 00:00:00,East
PO010057,V0456,Safety Steel Rod Standard,6.0,2022-08-23 00:00:00,North
PO010058,V0399,Structural Copper Wire Premium,69.0,2025-12-23 00:00:00,west
PO010059,V0289,Electrical Conveyor Belt Heavy Duty,210.0,2022-10-07 00:00:00,Central
PO010060,V0336,Electrical Bearing Heavy Duty,271.0,2023-11-01 00:00:00,East
PO010061,V0496,Safety Welding Rod Kit,371.0,2025-10-04 00:00:00,West
PO010062,V0047,Safety Pressure Gauge Kit,100.0,2024-08-08 00:00:00,North
PO010063,V0335,Instrumentation Copper Wire Heavy Duty,297.0,2024-09-19 00:00:00,east
PO010064,V0141,Safety Pressure Gauge Kit,337.0,2024-08-02 00:00:00,Central
PO010065,V0320,Mechanical Pressure Gauge Premium,145.0,2022-05-20 00:00:00,North
PO010066,V0303,Instrumentation Pneumatic Cylinder Premium,37.0,2022-06-19 00:00:00,central
PO010067,V0079,Instrumentation Flow Meter Heavy Duty,299.0,2025-01-28 00:00:00,West
PO010068,V0106,Electrical Conveyor Belt Heavy Duty,406.0,2025-09-07 00:00:00,West
PO010069,V0311,Structural Bearing Kit,219.0,2023-05-12 00:00:00,South
PO010070,V0068,Electrical Lubricant Heavy Duty,496.0,2024-06-15 00:00:00,East
PO010071,V0132,Safety Pneumatic Cylinder,238.0,2022-10-15 00:00:00,east
PO010072,V0420,Electrical Gearbox Premium,197.0,2024-08-22 00:00:00,East
PO010073,V0163,Fluid Steel Rod Standard,431.0,2023-07-26 00:00:00,North
PO010074,V0242,Electrical Gearbox Kit,166.0,2022-11-27 00:00:00,South
PO010075,V0472,Structural Flow Meter Premium,476.0,2022-12-16 00:00:00,West
PO010076,V0116,Instrumentation Copper Wire,372.0,2022-02-06 00:00:00,North
PO010077,V0193,Instrumentation Copper Wire,111.0,2025-05-28 00:00:00,East
PO010078,V0302,Electrical Conveyor Belt Heavy Duty,10.0,2022-07-25 00:00:00,North
PO010079,V0380,Safety Control Panel,219.0,2022-12-29 00:00:00,South
PO010080,V0454,Electrical Pneumatic Cylinder Kit,109.0,2024-99-99,South
PO010081,V0460,Mechanical Fasteners Heavy Duty,420.0,2022-09-12 00:00:00,Central
PO010082,V0388,Structural Gearbox Heavy Duty,408.0,2024-12-30 00:00:00,South
PO010083,V0117,Structural Lubricant,219.0,2024-03-11 00:00:00,south
PO010084,V0013,Instrumentation Circuit Breaker Standard,54.0,2022-12-11 00:00:00,North
PO010085,V0191,Instrumentation Valves Heavy Duty,431.0,2022-06-08 00:00:00,south
PO010086,V0073,Safety Control Panel Heavy Duty,28.0,2025-10-07 00:00:00,Central
PO010087,V0355,Instrumentation Flow Meter Heavy Duty,417.0,2022-01-23 00:00:00,Central
PO010088,V0331,Safety Control Panel,449.0,2025-10-19 00:00:00,South
PO010089,V0024,Instrumentation Valves Heavy Duty,120.0,2023-07-14 00:00:00,South
PO010090,V0421,Structural Valves Standard,477.0,2022-11-11 00:00:00,East
PO010091,V0128,Safety Lubricant Standard,174.0,2024-06-21 00:00:00,Central
PO010092,V0216,Structural Transformer Oil,144.0,2024-01-04 00:00:00,Central
PO010093,V0335,Electrical Conveyor Belt,171.0,2022-12-31 00:00:00,East
PO010094,V0215,Electrical Gearbox Kit,42.0,2023-03-20 00:00:00,Central
PO010095,V0221,Safety Hydraulic Pump Heavy Duty,83.0,2022-03-12 00:00:00,South
PO010096,V0035,Electrical Steel Rod Standard,198.0,2025-10-14 00:00:00,east
PO010097,V0198,Structural Gearbox Heavy Duty,290.0,2024-12-26 00:00:00,Central
PO010098,V0383,Structural Safety Helmet Heavy Duty,198.0,2023-03-19 00:00:00,East
,V0460,Instrumentation Flow Meter Heavy Duty,314.0,2024-06-24 00:00:00,Central
PO010100,V0205,Safety Flow Meter Kit,117.0,2025-11-27 00:00:00,North
PO010101,V0212,Safety Lubricant Standard,10.0,2022-04-08 00:00:00,South
PO010102,V0352,Electrical Transformer Oil Kit,292.0,2025-07-24 00:00:00,South
PO010103,V0473,Electrical Conveyor Belt Standard,243.0,2024-12-06 00:00:00,East
PO010104,V0133,Instrumentation Transformer Oil Kit,32.0,2025-08-05 00:00:00,East
PO010105,V0220,Safety Pneumatic Cylinder Kit,377.0,2025-09-18 00:00:00,West
PO010106,V0399,Mechanical Electric Motor Standard,363.0,2025-09-13 00:00:00,West
PO010107,V0305,Safety Lubricant Kit,265.0,2022-07-30 00:00:00,west
PO010108,V0057,Electrical Conveyor Belt Heavy Duty,335.0,2024-03-10 00:00:00,North
PO010109,V0315,Electrical Conveyor Belt,487.0,2025-11-14 00:00:00,West
PO010110,V0097,Safety Transformer Oil Kit,18.0,2023-09-24 00:00:00,West
PO010111,V0250,Fluid Conveyor Belt,61.0,2024-06-28 00:00:00,north
PO010112,V0257,Mechanical Circuit Breaker Premium,266.0,2022-04-18 00:00:00,West
PO010113,V0443,Safety Flow Meter Kit,457.0,2025-05-10 00:00:00,North
PO010114,V0230,Mechanical PVC Pipe Premium,208.0,2022-01-10 00:00:00,North
PO010115,V0139,Structural Valves Standard,301.0,2022-04-10 00:00:00,North
PO010116,V0119,Structural Steel Rod Kit,497.0,2024-02-12 00:00:00,West
PO010117,V0442,Structural Pressure Gauge Standard,69.0,2023-02-18 00:00:00,North
PO010118,V0089,Fluid Steel Rod Standard,51.0,2023-05-27 00:00:00,East
PO010119,V0213,Electrical Pneumatic Cylinder Kit,42.0,2024-02-07 00:00:00,Central
PO010120,V0097,Mechanical Fasteners Premium,346.0,2023-05-04 00:00:00,West
PO010121,V0387,Instrumentation Flow Meter Premium,430.0,2023-02-14 00:00:00,west
PO010122,V0236,Electrical Transformer Oil Standard,308.0,2022-07-07 00:00:00,South
PO010123,V0176,Instrumentation Circuit Breaker Standard,297.0,2022-02-02 00:00:00,East
PO010124,V0181,Instrumentation Industrial Paint Heavy Duty,170.0,2024-05-13 00:00:00,Central
PO010125,V0430,Structural Transformer Oil,68.0,2022-02-27 00:00:00,East
PO010126,V0271,Fluid Safety Helmet Kit,83.0,2022-01-30 00:00:00,West
PO010127,V0359,Structural Safety Helmet Heavy Duty,379.0,2023-11-22 00:00:00,East
PO010128,V0452,Instrumentation Flow Meter Heavy Duty,425.0,2023-01-29 00:00:00,West
PO010129,V0454,Instrumentation Fasteners,126.0,2025-10-24 00:00:00,South
PO010130,V0163,Safety Welding Rod Kit,399.0,2025-10-02 00:00:00,North
PO010131,V0477,Structural Bearing,287.0,2022-05-10 00:00:00,South
PO010132,V0013,Electrical Copper Wire Premium,9.0,2023-03-28 00:00:00,North
PO010133,V0187,Fluid Safety Helmet Premium,395.0,2022-07-17 00:00:00,Central
PO010134,V0452,Safety Gearbox Premium,39.0,2025-09-22 00:00:00,West
PO010135,V0137,Mechanical Welding Rod Heavy Duty,62.0,2022-12-10 00:00:00,south
PO010136,V0135,Instrumentation Flow Meter Heavy Duty,53.0,2022-12-09 00:00:00,East
PO010137,V0152,Fluid Control Panel Premium,349.0,2022-04-01 00:00:00,Central
PO010138,V0306,Structural PVC Pipe Heavy Duty,231.0,2024-05-01 00:00:00,central
PO010139,V0220,Safety Transformer Oil Standard,236.0,2024-11-15 00:00:00,West
PO010140,V0363,Mechanical Circuit Breaker Heavy Duty,143.0,2022-08-09 00:00:00,North
PO010141,V0451,Instrumentation Electric Motor Premium,357.0,2023-11-01 00:00:00,North
PO010142,V0339,Mechanical Copper Wire Heavy Duty,66.0,2023-10-23 00:00:00,Central
PO010143,V0105,Instrumentation Safety Helmet,23.0,2025-02-25 00:00:00,Central
PO010144,V0469,Fluid Safety Helmet Standard,265.0,2025-07-07 00:00:00,East
PO010145,V0132,Structural Bearing Kit,269.0,2023-01-24 00:00:00,East
PO010146,V0076,Mechanical Welding Rod Heavy Duty,303.0,2025-07-03 00:00:00,South
PO010147,V0046,Safety Steel Rod Standard,58.0,2023-03-01 00:00:00,Central
PO010148,V0277,Instrumentation Flow Meter Premium,55.0,2025-01-14 00:00:00,Central
PO010149,V0059,Structural PVC Pipe Heavy Duty,178.0,2024-03-20 00:00:00,East
PO010150,V0072,Safety Pressure Gauge Kit,142.0,2024-05-26 00:00:00,North
PO010151,V0151,Structural PVC Pipe Heavy Duty,485.0,2022-09-05 00:00:00,south
PO010152,V0140,Fluid Safety Helmet Kit,341.0,2023-04-21 00:00:00,East
PO010153,V0301,Structural Lubricant,18.0,2023-03-14 00:00:00,Central
,V0411,Instrumentation Copper Wire,124.0,2022-08-05 00:00:00,East
PO010155,V0381,Electrical Circuit Breaker,,2024-01-01 00:00:00,Central
PO010156,,Electrical Gearbox Premium,19.0,2023-10-25 00:00:00,Central
PO010157,V0127,Instrumentation Electric Motor Premium,34.0,2022-12-22 00:00:00,East
PO010158,V0485,Structural Pneumatic Cylinder Premium,192.0,2022-01-31 00:00:00,West
PO010159,V0005,Instrumentation Hydraulic Pump Premium,151.0,2024-04-03 00:00:00,South
PO010160,V0444,Structural Hydraulic Pump Premium,149.0,2025-09-01 00:00:00,Central
PO010161,V0102,Fluid Safety Helmet Kit,164.0,2023-10-10 00:00:00,Central
PO010162,V0475,Electrical Steel Rod Standard,113.0,2022-01-25 00:00:00,East
PO010163,V0171,Electrical Steel Rod Kit,471.0,2024-03-08 00:00:00,South
PO010164,V0220,Electrical Conveyor Belt,425.0,2023-03-12 00:00:00,West
PO010165,V0354,Fluid Safety Helmet Premium,68.0,2024-07-28 00:00:00,East
PO010166,V0291,Mechanical Pressure Gauge Premium,62.0,2023-03-27 00:00:00,South
PO010167,V0158,Mechanical Conveyor Belt,91.0,2022-05-16 00:00:00,North
PO010168,V0271,Instrumentation Flow Meter Kit,371.0,2025-09-09 00:00:00,West
PO010169,V0366,Electrical Pneumatic Cylinder Kit,57.0,2023-07-25 00:00:00,East
PO010170,V0024,Instrumentation Bearing Premium,171.0,2025-08-24 00:00:00,South
PO010171,V0006,Mechanical Pressure Gauge Premium,495.0,2025-07-01 00:00:00,South
PO010172,V0228,Mechanical Circuit Breaker Heavy Duty,22.0,2024-01-26 00:00:00,West
PO010173,V0070,Mechanical Flow Meter,180.0,2022-03-31 00:00:00,South
PO010174,V0334,Structural Pressure Gauge Standard,141.0,2022-05-18 00:00:00,South
PO010175,V0109,Instrumentation Steel Rod,466.0,2023-03-24 00:00:00,East
PO010176,V0217,Instrumentation Steel Rod,452.0,2024-04-21 00:00:00,West
PO010177,V0101,Instrumentation Copper Wire Heavy Duty,185.0,2025-13-45,South
PO010178,V0270,Electrical Safety Helmet Kit,422.0,2025-05-11 00:00:00,Central
PO010179,V0060,Instrumentation Flow Meter Kit,85.0,2024-10-20 00:00:00,North
PO010180,V0012,Electrical Conveyor Belt Heavy Duty,310.0,2022-07-28 00:00:00,North
PO010181,V0028,Electrical Safety Helmet Kit,466.0,2025-12-30 00:00:00,North
PO010182,V0479,Fluid Conveyor Belt Kit,80.0,2025-01-03 00:00:00,West
PO010183,V0073,Electrical Lubricant Heavy Duty,124.0,2025-03-11 00:00:00,Central
PO010184,V0355,Structural Copper Wire Standard,404.0,2022-12-18 00:00:00,Central
PO010185,V0036,Instrumentation Valves Heavy Duty,80.0,2023-05-31 00:00:00,North
PO010186,V0056,Mechanical Flow Meter Premium,379.0,2022-07-14 00:00:00,North
PO010187,V0249,Safety Transformer Oil Premium,298.0,2025-05-13 00:00:00,North
PO010188,V0231,Safety Lubricant Kit,68.0,2023-10-27 00:00:00,North
PO010189,V0476,Mechanical Welding Rod Heavy Duty,414.0,2025-07-16 00:00:00,Central
PO010190,V0473,Instrumentation Industrial Paint Heavy Duty,484.0,2025-11-27 00:00:00,East
PO010191,V0391,Safety Pressure Gauge Kit,76.0,2024-03-06 00:00:00,East
PO010192,V0300,Mechanical Fasteners Premium,43.0,2025-10-20 00:00:00,Central
PO010193,V0227,Mechanical Flow Meter,443.0,2025-11-21 00:00:00,West
PO010194,V0178,Instrumentation Flow Meter Premium,213.0,2022-09-30 00:00:00,Central
PO010195,V0475,Mechanical Circuit Breaker Premium,,2023-11-12 00:00:00,East
PO010196,V0300,Safety Transformer Oil Premium,166.0,2022-12-26 00:00:00,Central
PO010197,V0287,Electrical Conveyor Belt Standard,232.0,2025-07-25 00:00:00,south
PO010198,V0119,Fluid Conveyor Belt Kit,58.0,2025-11-09 00:00:00,West
PO010199,V0026,Mechanical Conveyor Belt,384.0,2023-10-14 00:00:00,Central
PO010200,V0474,Instrumentation Valves Heavy Duty,175.0,2025-09-26 00:00:00,West
PO010201,V0155,Fluid Conveyor Belt Kit,500.0,2025-13-45,Central
PO010202,V0221,Instrumentation Circuit Breaker Standard,300.0,2022-05-19 00:00:00,South
PO010203,V0059,Mechanical Fasteners Heavy Duty,185.0,2023-11-18 00:00:00,East
PO010204,V0422,Instrumentation Flow Meter Premium,149.0,2022-02-06 00:00:00,South
PO010205,V0014,Structural Hydraulic Pump Premium,477.0,2025-05-31 00:00:00,North
PO010206,V0419,Fluid Safety Helmet Premium,156.0,2025-04-13 00:00:00,West
PO010207,V0072,Fluid Control Panel Premium,200.0,2024-07-08 00:00:00,North
PO010208,V0448,Structural Gearbox Heavy Duty,62.0,2024-02-23 00:00:00,west
PO010209,,Fluid Conveyor Belt,177.0,2024-11-12 00:00:00,West
PO010210,V0085,Safety Conveyor Belt,188.0,2025-08-04 00:00:00,South
PO010211,V0280,Instrumentation Flow Meter Premium,36.0,2023-04-22 00:00:00,East
PO010212,V0155,Fluid Bearing Premium,454.0,2024-10-28 00:00:00,Central
PO010213,V0092,Fluid Safety Helmet Standard,395.0,2025-04-18 00:00:00,Central
PO010214,V0435,Instrumentation Circuit Breaker Standard,132.0,2025-12-14 00:00:00,East
PO010215,V0199,Instrumentation Transformer Oil Kit,163.0,2022-01-28 00:00:00,South
PO010216,V0197,Instrumentation Copper Wire Heavy Duty,336.0,2023-04-22 00:00:00,south
PO010217,V0089,Safety Hydraulic Pump Heavy Duty,190.0,2022-02-13 00:00:00,East
PO010218,V0190,Mechanical Fasteners Heavy Duty,403.0,2025-06-16 00:00:00,south
PO010219,V0440,Structural PVC Pipe Heavy Duty,342.0,2022-09-12 00:00:00,Central
PO010220,V0182,Fluid Bearing Premium,76.0,2023-09-25 00:00:00,South
PO010221,V0476,Instrumentation Electric Motor Premium,299.0,2023-04-30 00:00:00,Central
PO010222,V0474,Electrical Conveyor Belt Heavy Duty,167.0,2024-05-27 00:00:00,West
